Iter,V_set,Mu,R_path,log_Q_beta,Real_Q_beta,log_Q_yaw,Real_Q_yaw,log_R_track,Real_R_track,log_R_rate,Real_R_rate,log_W_slip,Real_W_slip,Cost,SI_max,LatErr,Energy,SpdErr,Jerk,Danger
0,60,0.85,80,4.1719,14856,4.0957,12465,1.0686,11.711,3.2258,1681.9,1.2773,18.935,43336000,0.0872,0.1,0.0867,0.0431,0.0167,0.4164
0,60,0.85,80,3.384,2420.9,4.3314,21449,4.9123,81724,3.6479,4445.2,1.4837,30.456,40033000,0.0887,0.0965,0.0801,0.0436,0.028,0.4164
0,60,0.85,80,3.5409,3474.9,3.5803,3804.9,4.9727,93897,3.4669,2930.6,1.0424,11.024,40032000,0.0887,0.0965,0.0801,0.0436,0.028,0.4164
0,60,0.85,80,4.3477,22269,3.1675,1470.6,4.9972,99359,3.0702,1175.4,4.838,68870,85929000,0.0887,0.0963,0.1719,0.0569,0.0165,0.4164
0,60,0.85,80,4.0921,12364,3.1143,1301.2,1.0011,10.026,4.3549,22643,4.4106,25742,42401000,0.0889,0.0979,0.0848,0.0503,0.0121,0.4164
0,60,0.85,80,3.3774,2384.5,4.1334,13596,1.0148,10.347,3.5178,3294.7,1.035,10.84,45190000,0.0858,0.102,0.0904,0.0431,0.0165,0.4164
0,60,0.85,80,3.1607,1447.7,4.2085,16161,3.5943,3929.2,3.4272,2674.1,1.0093,10.217,40025000,0.0886,0.0966,0.0801,0.0435,0.0277,0.4164
0,60,0.85,80,4.4914,31006,2.4978,314.66,1.005,10.115,3.3644,2314.1,2.8942,783.77,42540000,0.0891,0.098,0.0851,0.0433,0.014,0.4164
0,60,0.85,80,3.4251,2661.5,3.6411,4376.3,3.8839,7653.4,4.3607,22944,1.7823,60.579,40006000,0.0886,0.0967,0.08,0.0434,0.0269,0.4164
0,60,0.85,80,2.0015,100.35,3.7652,5823.1,1.0653,11.623,4.0934,12398,1.0373,10.896,45450000,0.085,0.1037,0.0909,0.0431,0.016,0.4164
0,60,0.85,80,2.0023,100.53,4.3758,23756,1.0115,10.267,3.3744,2368.2,4.9649,92241,42028000,0.0884,0.0976,0.0841,0.0658,0.0092,0.4164
0,60,0.85,80,2.8693,740.13,2.5086,322.52,2.1191,131.56,4.0788,11989,3.7168,5209,42517000,0.089,0.0979,0.0851,0.0446,0.0136,0.4164
0,60,0.85,80,3.2256,1681.2,3.4502,2819.7,1.002,10.046,4.3877,24415,2.103,126.77,42536000,0.0858,0.1024,0.0851,0.0432,0.0155,0.4164
0,60,0.85,80,3.2091,1618.3,4.4658,29230,2.0303,107.23,4.0802,12030,4.9988,99723,41989000,0.0883,0.0976,0.084,0.0673,0.0089,0.4164
0,60,0.85,80,2.939,868.94,4.1059,12763,4.0906,12319,3.1322,1355.9,2.6347,431.17,40186000,0.0886,0.0965,0.0804,0.0436,0.0271,0.4164
0,65,0.5,80,3.3,1995.3,3.3,1995.3,3.3,1995.3,3.47,2951.2,4.3,19953,44285000,0.7408,0.2667,0.1149,0.1148,0.0145,0.8308
0,65,0.5,80,3.9861,9684,2.2374,172.73,1.9198,83.14,3.2606,1822.3,4.1111,12915,45378000,0.7424,0.2672,0.1154,0.1128,0.0143,0.8308
0,65,0.5,80,2.0504,112.29,2.7422,552.32,1.6746,47.273,3.6094,4068.1,2.3398,218.68,44395000,0.7404,0.2698,0.1158,0.1085,0.0173,0.8308
0,65,0.5,80,4.2644,18383,3.5195,3307.2,1.9501,89.155,4.3263,21198,2.1201,131.87,28233000,0.7049,0.278,0.1156,0.1074,0.0179,0.8308
0,65,0.5,80,3.9911,9797.8,2.4802,302.13,4.9384,86771,4.4997,31603,1.9228,83.718,41798000,0.7354,0.2676,0.1241,0.1085,0.0323,0.8308
0,65,0.5,80,3.2777,1895.4,3.3259,2117.8,1.2541,17.95,4.4201,26310,3.7183,5227.9,46077000,0.7433,0.2682,0.1157,0.1104,0.0151,0.8308
0,65,0.5,80,4.4989,31544,4.176,14996,1.5215,33.226,3.9921,9819.6,1.9801,95.518,31502000,0.7138,0.2766,0.1157,0.1076,0.0177,0.8308
0,65,0.5,80,4.4005,25145,3.2984,1987.8,2.1721,148.62,3.8055,6389.4,2.2968,198.06,42083000,0.7365,0.2702,0.1157,0.1084,0.0194,0.8308
0,65,0.5,80,2.4992,315.63,3.9027,7993,1.0515,11.26,3.4228,2647.5,2.0843,121.41,44194000,0.74,0.2706,0.1158,0.1084,0.0169,0.8308
0,65,0.5,80,4.356,22700,3.6002,3982.6,1.2411,17.424,4.3397,21862,1.9525,89.633,22455000,0.6834,0.2824,0.1157,0.1068,0.0172,0.8308
0,65,0.5,80,2.1516,141.77,2.724,529.68,1.0291,10.693,4.4961,31343,1.0948,12.44,17643000,0.6518,0.2887,0.1157,0.1061,0.0175,0.8308
0,65,0.5,80,2.2103,162.3,2.688,487.56,1.0014,10.031,4.4999,31616,1.4358,27.28,18069000,0.656,0.2878,0.1157,0.1062,0.0174,0.8308
0,65,0.5,80,2.3722,235.61,2.9381,867.08,1.0169,10.397,4.302,20046,1.0335,10.802,17897000,0.6544,0.2881,0.1157,0.1061,0.0176,0.8308
0,65,0.5,80,2.7136,517.16,4.4641,29111,1.0126,10.295,4.4374,27376,1.2257,16.815,17867000,0.6541,0.2882,0.1157,0.1062,0.0175,0.8308
0,65,0.5,80,4.4009,25169,3.2857,1930.5,1.6706,46.833,4.4144,25965,1.0005,10.012,18710000,0.6617,0.2863,0.1157,0.1063,0.0178,0.8308
0,65,0.5,80,4.2345,17157,2.0721,118.07,1.0642,11.594,4.4421,27673,1.0018,10.041,17664000,0.6521,0.2886,0.1157,0.1061,0.0175,0.8308
0,65,0.5,80,4.0341,10817,3.3026,2007.2,4.8737,74766,3.0447,1108.3,1.0001,10.002,41892000,0.7356,0.2676,0.1242,0.1084,0.0327,0.8308
0,65,0.5,80,3.8191,6594,3.56,3630.9,1.0108,10.251,4.4563,28596,1.0936,12.406,17689000,0.6523,0.2886,0.1157,0.1061,0.0175,0.8308
0,65,0.5,80,3.0305,1072.9,4.4732,29729,1.1275,13.413,4.486,30618,1.0019,10.043,17643000,0.6519,0.2886,0.1157,0.1061,0.0175,0.8308
0,65,0.5,80,3.0867,1220.9,3.2529,1790.2,4.9453,88164,3.005,1011.6,4.9756,94534,41185000,0.7364,0.2629,0.1126,0.1294,0.0157,0.8308
0,65,0.5,80,2.8496,707.24,3.4981,3148.8,1.2467,17.648,4.4954,31289,1.1526,14.209,17843000,0.6539,0.2882,0.1157,0.1062,0.0175,0.8308
0,65,0.5,80,2.8926,780.97,3.8602,7247.9,4.9671,92698,4.48,30198,4.9657,92414,41313000,0.7366,0.263,0.1128,0.1289,0.0159,0.8308
0,65,0.5,80,2.7754,596.23,4.0903,12311,1.0663,11.649,4.4933,31137,1.017,10.399,17608000,0.6515,0.2887,0.1157,0.1061,0.0175,0.8308
0,65,0.5,80,2.5747,375.61,4.0431,11045,1.0231,10.545,4.0328,10784,1.0055,10.127,18655000,0.6611,0.2866,0.1156,0.1063,0.0177,0.8308
0,65,0.5,80,2.5978,396.07,3.5488,3538.6,1.438,27.416,4.1452,13969,1.0061,10.142,19223000,0.6656,0.2855,0.1156,0.1064,0.0179,0.8308
0,65,0.5,80,2.6591,456.19,3.8767,7528.6,1.0279,10.665,4.4969,31395,1.0385,10.927,17598000,0.6513,0.2888,0.1157,0.1061,0.0175,0.8308
0,65,0.5,80,4.3408,21919,3.5202,3313.1,1.018,10.423,3.0291,1069.3,1.0043,10.099,34410000,0.721,0.2745,0.1157,0.1077,0.0192,0.8308
0,65,0.5,80,4.3637,23106,4.1795,15119,1.0045,10.104,3.7665,5841,4.9943,98691,37189000,0.7292,0.2641,0.1114,0.1346,0.0099,0.8308
0,65,0.5,80,3.2782,1897.6,4.3588,22846,4.2557,18018,4.4939,31178,1.0009,10.02,41665000,0.7352,0.2679,0.1241,0.1085,0.0318,0.8308
0,65,0.5,80,3.959,9099.3,3.0895,1229,4.9894,97591,3.0025,1005.7,3.0016,1003.6,41913000,0.7357,0.2675,0.1237,0.1087,0.0323,0.8308
0,65,0.6,80,2.6591,456.19,3.8767,7528.6,1.0279,10.665,4.4969,31395,1.0385,10.927,43860000,0.3376,0.196,0.1105,0.0894,0.0175,0.6923
0,65,0.6,80,3.9265,8442.7,4.1482,14068,1.3859,24.315,3.7652,5823.6,4.4825,30376,43367000,0.3588,0.185,0.1098,0.0994,0.013,0.6923
0,65,0.6,80,2.4876,307.34,2.5162,328.24,3.558,3613.8,3.5799,3801.1,1.0979,12.53,42452000,0.3575,0.1845,0.1075,0.0902,0.032,0.6923
0,65,0.6,80,4.0347,10833,3.7061,5082.8,1.8298,67.57,4.1025,12663,3.7826,6061.5,43660000,0.3599,0.1854,0.1106,0.0922,0.0147,0.6923
0,65,0.6,80,3.5492,3541.8,2.2663,184.61,3.7495,5617,4.3701,23448,3.8707,7424.6,43467000,0.3587,0.1847,0.1101,0.0926,0.0188,0.6923
0,65,0.6,80,2.0453,111,2.0092,102.15,1.3628,23.055,3.0094,1022,3.5631,3656.6,43693000,0.3601,0.1853,0.1107,0.0914,0.0148,0.6923
0,65,0.6,80,2.4184,262.08,4.0951,12449,4.1977,15766,3.2523,1787.9,1.005,10.116,42462000,0.3575,0.1843,0.1076,0.0902,0.0324,0.6923
0,65,0.6,80,3.8155,6538.6,3.1076,1281.1,4.0033,10077,3.0806,1204,1.5697,37.124,42471000,0.3575,0.1843,0.1076,0.0902,0.0323,0.6923
0,65,0.6,80,4.1645,14606,4.1091,12855,3.8583,7216.4,3.5938,3924.8,1.0821,12.08,42455000,0.3575,0.1844,0.1075,0.0902,0.0322,0.6923
0,65,0.6,80,2.6191,415.96,2.0649,116.11,4.9904,97806,4.1568,14348,1.5263,33.598,42458000,0.3575,0.1843,0.1075,0.0903,0.0323,0.6923
0,65,0.6,80,2.0858,121.85,4.3156,20685,4.9977,99464,3.2557,1801.8,1.0171,10.401,42463000,0.3575,0.1843,0.1076,0.0902,0.0324,0.6923
0,65,0.6,80,2.3105,204.42,2.451,282.49,4.6233,42008,3.3638,2311.1,1.32,20.892,42462000,0.3575,0.1843,0.1076,0.0902,0.0324,0.6923
0,65,0.6,80,4.1216,13232,2.0149,103.5,3.8941,7836.6,4.1909,15521,1.1942,15.639,42435000,0.3576,0.1845,0.1075,0.0903,0.0318,0.6923
0,65,0.6,80,2.5629,365.55,2.4864,306.47,4.9981,99571,3.8274,6720.4,2.3377,217.64,42468000,0.3575,0.1843,0.1076,0.0903,0.0323,0.6923
0,65,0.6,80,2.3894,245.12,2.0668,116.64,3.7994,6301.6,3.6411,4376.1,1.0253,10.6,42456000,0.3575,0.1844,0.1075,0.0902,0.0322,0.6923
0,65,0.6,80,4.3355,21651,2.5513,355.89,4.5803,38046,4.4954,31289,1.0145,10.338,42449000,0.3575,0.1844,0.1075,0.0903,0.032,0.6923
0,65,0.6,80,4.2978,19853,2.0194,104.57,3.605,4027.3,4.266,18451,1.3609,22.957,42464000,0.3571,0.1849,0.1075,0.0902,0.0309,0.6923
0,65,0.6,80,2.1732,149.01,2.5087,322.62,4.9844,96465,4.432,27038,1.9947,98.785,42461000,0.3575,0.1844,0.1076,0.0903,0.0322,0.6923
0,65,0.6,80,3.5298,3387,2.4507,282.26,4.9936,98542,3.7649,5820.1,4.999,99781,46114000,0.3573,0.183,0.117,0.1113,0.0156,0.6923
0,65,0.6,80,4.2744,18810,2.0995,125.74,4.2117,16283,3.6548,4516.4,2.5379,345.07,42555000,0.3573,0.1844,0.1078,0.0902,0.0316,0.6923
0,65,0.6,80,2.4532,283.94,2.6843,483.37,4.9996,99918,3.4163,2608.1,2.8754,750.54,42484000,0.3574,0.1843,0.1076,0.0903,0.0321,0.6923
0,65,0.6,80,4.3248,21126,2.0096,102.25,4.6191,41599,3.7953,6240.9,1.7546,56.835,42465000,0.3574,0.1843,0.1076,0.0902,0.0323,0.6923
0,65,0.6,80,3.377,2382.3,2.0268,106.38,4.0469,11139,4.2711,18669,1.2873,19.38,42442000,0.3575,0.1845,0.1075,0.0903,0.0319,0.6923
0,65,0.6,80,3.4481,2806.1,2.1916,155.45,4.998,99546,3.9307,8525,2.648,444.63,42472000,0.3575,0.1843,0.1076,0.0903,0.0322,0.6923
0,65,0.6,80,4.1257,13356,2.0705,117.64,4.1689,14753,4.1163,13070,1.1574,14.367,42445000,0.3575,0.1844,0.1075,0.0903,0.0321,0.6923
0,65,0.6,80,2.3622,230.24,2.1728,148.86,1.0223,10.526,4.0695,11736,4.9993,99832,42544000,0.3561,0.1844,0.1078,0.1166,0.0097,0.6923
0,65,0.6,80,3.7074,5098.3,2.1949,156.64,4.4349,27219,3.3758,2375.6,2.9544,900.35,42656000,0.3574,0.1844,0.1081,0.0903,0.0313,0.6923
0,65,0.6,80,3.325,2113.7,2.0024,100.55,4.0821,12080,3.2836,1921.1,2.043,110.41,42495000,0.3574,0.1844,0.1076,0.0902,0.0321,0.6923
0,65,0.6,80,3.7314,5387.6,2.0039,100.9,2.8995,793.48,4.2493,17753,2.2741,187.95,94947000,0.3565,0.1863,0.2423,0.0902,0.0242,0.6923
0,65,0.6,80,3.4988,3153.7,2.1417,138.58,1.6599,45.7,3.2193,1657,1.0074,10.171,92363000,0.3551,0.1873,0.2356,0.09,0.0232,0.6923
0,65,0.7,80,4.1216,13232,2.0149,103.5,3.8941,7836.6,4.1909,15521,1.1942,15.639,50695000,0.2369,0.1678,0.1032,0.081,0.0292,0.5934
0,65,0.7,80,2.9257,842.66,3.8535,7136.4,4.2261,16832,3.2412,1742.7,2.6576,454.62,50816000,0.2368,0.1676,0.1035,0.0812,0.0292,0.5934
0,65,0.7,80,3.1554,1430.3,2.0371,108.93,2.5035,318.78,4.1189,13148,2.3319,214.75,56496000,0.2359,0.1702,0.115,0.0807,0.0204,0.5934
0,65,0.7,80,2.7361,544.63,4.453,28381,4.1426,13886,3.2017,1591.1,2.0289,106.88,50732000,0.2369,0.1676,0.1033,0.0812,0.0297,0.5934
0,65,0.7,80,2.695,495.42,3.6706,4683.9,4.9998,99960,3.2817,1912.9,4.7477,55942,81464000,0.237,0.1671,0.1663,0.0931,0.0191,0.5934
0,65,0.7,80,3.4422,2768,3.4289,2684.7,4.9994,99863,4.3849,24259,1.0273,10.648,50711000,0.2369,0.1676,0.1033,0.0811,0.0297,0.5934
0,65,0.7,80,3.881,7603.3,2.8724,745.41,4.8687,73917,3.0082,1019,1.0016,10.038,50716000,0.2369,0.1676,0.1033,0.0811,0.0299,0.5934
0,65,0.7,80,4.1868,15376,4.3224,21007,4.9949,98828,3.4882,3077.5,2.4061,254.72,50719000,0.2369,0.1676,0.1033,0.0812,0.0298,0.5934
0,65,0.7,80,4.0642,11593,2.3755,237.43,4.8067,64082,3.6109,4082.1,1.5283,33.751,50714000,0.2369,0.1676,0.1033,0.0811,0.0299,0.5934
0,65,0.7,80,3.7038,5055.7,2.7687,587.1,1.0051,10.118,4.0618,11529,1.0009,10.021,53931000,0.2267,0.1776,0.1095,0.0802,0.018,0.5934
0,65,0.7,80,3.6179,4148.5,4.4867,30667,4.9145,82121,4.2022,15929,2.9852,966.53,50730000,0.2369,0.1676,0.1033,0.0814,0.0294,0.5934
0,65,0.7,80,2.0041,100.95,2.8851,767.62,4.9724,93850,4.3455,22158,2.7102,513.13,50719000,0.2369,0.1676,0.1033,0.0813,0.0295,0.5934
0,65,0.7,80,2.0545,113.36,4.4463,27944,4.9715,93649,3.3715,2352.2,2.7124,515.71,50722000,0.2369,0.1676,0.1033,0.0813,0.0297,0.5934
0,65,0.7,80,2.1969,157.38,2.5752,376.04,3.024,1056.9,3.6522,4489.5,1.0002,10.006,50732000,0.2367,0.1681,0.1033,0.0808,0.0287,0.5934
0,65,0.7,80,4.4192,26251,3.945,8811.1,4.7915,61868,4.4586,28747,1.982,95.931,50712000,0.2369,0.1676,0.1033,0.0812,0.0295,0.5934
0,65,0.7,80,3.7474,5589.3,4.3149,20651,4.5184,32988,4.4819,30329,2.3119,205.06,50719000,0.2369,0.1677,0.1033,0.0812,0.0293,0.5934
0,65,0.7,80,4.0541,11325,2.1104,128.95,4.1607,14476,3.8926,7808.4,1.6554,45.224,50716000,0.2369,0.1677,0.1033,0.0811,0.0296,0.5934
0,65,0.7,80,4.3649,23169,2.0933,123.96,4.5138,32642,3.2223,1668.4,2.9311,853.24,50800000,0.2368,0.1676,0.1034,0.0814,0.0292,0.5934
0,65,0.7,80,3.7864,6115.5,2.7982,628.31,3.6899,4896.4,4.3595,22885,1.0008,10.019,50689000,0.2367,0.1681,0.1032,0.0809,0.0286,0.5934
0,65,0.7,80,3.3106,2044.6,2.0767,119.32,4.6201,41694,4.3034,20109,1.2234,16.726,50711000,0.2369,0.1677,0.1033,0.0811,0.0296,0.5934
0,65,0.7,80,4.0458,11111,2.1641,145.91,4.4146,25975,4.0834,12118,1.8667,73.57,50716000,0.2369,0.1677,0.1033,0.0811,0.0296,0.5934
0,65,0.7,80,3.3163,2071.5,3.1251,1334,4.6507,44737,4.4712,29595,2.7496,561.8,50738000,0.2369,0.1677,0.1033,0.0813,0.0292,0.5934
0,65,0.7,80,2.8491,706.41,2.8319,679,4.9964,99185,3.4196,2628.1,1.7813,60.439,50715000,0.2369,0.1676,0.1033,0.0811,0.0299,0.5934
0,65,0.7,80,3.686,4853.2,2.0464,111.28,4.2134,16347,3.601,3990.4,1.3697,23.428,50715000,0.2369,0.1676,0.1033,0.0811,0.0298,0.5934
0,65,0.7,80,2.1895,154.69,4.1464,14008,4.9998,99950,3.456,2857.9,1.3199,20.889,50716000,0.2369,0.1676,0.1033,0.0811,0.0299,0.5934
0,65,0.7,80,2.8073,641.58,2.3175,207.73,3.4169,2611.5,4.3379,21771,1.0037,10.086,50713000,0.2365,0.1685,0.1032,0.0808,0.0278,0.5934
0,65,0.7,80,2.2182,165.25,3.8604,7251.8,4.1606,14474,4.3767,23806,1.0054,10.126,50697000,0.2369,0.1678,0.1032,0.081,0.0293,0.5934
0,65,0.7,80,3.6988,4998.3,2.0158,103.71,4.9922,98211,4.2452,17588,2.1472,140.33,50715000,0.2369,0.1676,0.1033,0.0812,0.0297,0.5934
0,65,0.7,80,4.4569,28637,2.5184,329.92,4.9948,98807,4.0526,11287,2.8958,786.74,50726000,0.2369,0.1676,0.1033,0.0813,0.0295,0.5934
0,65,0.7,80,3.7412,5510.7,2.232,170.63,3.9431,8772.7,4.4519,28311,1.081,12.049,50689000,0.2368,0.1679,0.1032,0.0809,0.0289,0.5934
0,65,0.8,80,3.7412,5510.7,2.232,170.63,3.9431,8772.7,4.4519,28311,1.081,12.049,51222000,0.1778,0.1641,0.1023,0.075,0.0292,0.5192
0,65,0.8,80,4.347,22234,2.361,229.61,1.2546,17.971,4.253,17904,4.397,24944,53820000,0.1784,0.1654,0.1075,0.0823,0.0133,0.5192
0,65,0.8,80,3.2331,1710.4,4.1903,15500,1.2089,16.178,3.8314,6782.5,2.2187,165.47,53989000,0.1768,0.168,0.1078,0.0747,0.0171,0.5192
0,65,0.8,80,4.3291,21335,3.6623,4594.6,3.1092,1285.7,3.0976,1252,2.2231,167.13,94183000,0.1779,0.164,0.1886,0.0747,0.0271,0.5192
0,65,0.8,80,2.004,100.93,3.9491,8893.6,1.2549,17.984,4.2039,15993,3.4098,2569,54036000,0.1786,0.1659,0.1079,0.0756,0.0153,0.5192
0,65,0.8,80,4.2303,16993,2.4755,298.9,1.191,15.525,4.4999,31614,2.1836,152.6,54053000,0.1727,0.1721,0.1078,0.0747,0.0174,0.5192
0,65,0.8,80,3.9109,8146,3.8299,6759.8,4.998,99541,3.9719,9374.4,3.089,1227.3,51271000,0.1779,0.1638,0.1024,0.0756,0.0297,0.5192
0,65,0.8,80,4.4645,29143,4.1672,14696,1.8701,74.155,4.0946,12434,1.0118,10.276,94929000,0.1729,0.1712,0.1899,0.0746,0.0202,0.5192
0,65,0.8,80,3.6568,4537,3.5487,3537.2,1.1562,14.327,4.2593,18168,1.4085,25.615,53965000,0.1713,0.1737,0.1076,0.0745,0.018,0.5192
0,65,0.8,80,4.0582,11434,2.0006,100.14,4.2643,18380,3.8501,7081.1,3.9272,8457.3,72211000,0.1781,0.164,0.1445,0.0771,0.0225,0.5192
0,65,0.8,80,3.529,3380.9,3.2493,1775.6,4.349,22334,4.1505,14140,2.665,462.43,51324000,0.1778,0.1639,0.1025,0.0753,0.0293,0.5192
0,65,0.8,80,3.48,3019.8,2.1917,155.5,2.714,517.63,4.28,19054,2.4183,261.97,63589000,0.177,0.1663,0.1271,0.0748,0.0212,0.5192
0,65,0.8,80,3.7394,5487.7,2.8353,684.38,2.4911,309.79,3.38,2398.7,3.5099,3235.3,53940000,0.1788,0.1652,0.1077,0.0757,0.0155,0.5192
0,65,0.8,80,3.6966,4972.9,4.0005,10012,4.9923,98245,3.477,2998.8,4.5428,34899,125650000,0.178,0.1635,0.2517,0.0827,0.022,0.5192
0,65,0.8,80,3.5621,3648.5,4.1164,13074,3.7309,5381.7,3.5909,3898.7,2.9789,952.59,105810000,0.1779,0.164,0.2119,0.075,0.0263,0.5192
0,65,0.8,80,3.0873,1222.7,3.7777,5993.6,4.4575,28676,4.0094,10219,2.4093,256.63,51268000,0.1779,0.1638,0.1024,0.0753,0.0297,0.5192
0,65,0.8,80,3.2659,1844.5,3.5655,3677.3,3.3522,2250.2,3.8897,7756.5,2.514,326.62,98082000,0.1778,0.1643,0.1964,0.0748,0.0264,0.5192
0,65,0.8,80,2.5735,374.52,2.506,320.62,4.8846,76662,4.3239,21080,3.5022,3178.3,51951000,0.1778,0.1638,0.1038,0.0758,0.0287,0.5192
0,65,0.8,80,2.4836,304.51,3.2521,1786.9,1.9322,85.542,3.1806,1515.5,3.3829,2414.6,54000000,0.1788,0.1654,0.1079,0.0755,0.0151,0.5192
0,65,0.8,80,2.341,219.3,3.0157,1036.8,1.0004,10.01,3.3289,2132.8,3.0069,1016,54047000,0.1788,0.1656,0.108,0.075,0.0152,0.5192
0,65,0.8,80,4.1684,14738,2.2074,161.23,4.7625,57871,4.1144,13015,2.5224,332.98,51258000,0.1779,0.1638,0.1024,0.0753,0.0298,0.5192
0,65,0.8,80,3.0866,1220.6,3.4994,3158,1.7599,57.525,3.4329,2709.5,4.9184,82878,53269000,0.1776,0.1651,0.1064,0.0972,0.0105,0.5192
0,65,0.8,80,2.1019,126.43,3.2026,1594.5,2.9828,961.25,4.499,31552,4.6732,47118,53583000,0.1781,0.1652,0.107,0.0885,0.0121,0.5192
0,65,0.8,80,3.8156,6539.8,2.6274,424.04,1.0004,10.01,4.0511,11247,4.9603,91264,53191000,0.1775,0.1651,0.1062,0.0991,0.0101,0.5192
0,65,0.8,80,2.082,120.77,3.6758,4740.6,1.0083,10.194,3.6571,4540.3,4.667,46452,53612000,0.1781,0.1652,0.1071,0.0882,0.0121,0.5192
0,65,0.8,80,3.9087,8104.9,4.3147,20639,4.3959,24882,4.4975,31439,4.6257,42234,53487000,0.1781,0.1641,0.1069,0.0862,0.0157,0.5192
0,65,0.8,80,3.3309,2142.2,2.5698,371.34,1.0182,10.428,3.0001,1000.3,1.2103,16.229,53821000,0.1765,0.1676,0.1074,0.0747,0.0188,0.5192
0,65,0.8,80,2.5225,333.03,2.685,484.15,1.0036,10.082,4.3675,23305,4.9225,83655,53263000,0.1776,0.1651,0.1064,0.0975,0.0103,0.5192
0,65,0.8,80,3.6324,4289.3,2.2223,166.83,2.1769,150.27,3.3659,2322.2,4.3464,22202,53841000,0.1785,0.1653,0.1075,0.0815,0.0136,0.5192
0,65,0.8,80,3.9319,8547.9,3.9959,9906.4,1.4198,26.288,3.1905,1550.5,4.6288,42543,53649000,0.1782,0.1652,0.1072,0.0872,0.0124,0.5192
0,65,0.85,80,3.7412,5510.7,2.232,170.63,3.9431,8772.7,4.4519,28311,1.081,12.049,51189000,0.1593,0.1637,0.1021,0.0728,0.0293,0.4887
0,65,0.85,80,3.0437,1105.8,3.7372,5460.1,2.7275,533.91,3.694,4943.3,3.6155,4125.3,53879000,0.1601,0.1648,0.1074,0.0738,0.0157,0.4887
0,65,0.85,80,3.8917,7793.4,3.4979,3147,2.0536,113.12,3.7986,6289.7,4.5553,35916,53712000,0.1597,0.1649,0.1071,0.0832,0.0127,0.4887
0,65,0.85,80,4.2069,16104,3.0867,1221.1,3,1000.1,3.631,4275.6,4.5034,31872,53713000,0.1598,0.1648,0.1071,0.082,0.0132,0.4887
0,65,0.85,80,3.1518,1418.4,3.3733,2361.9,3.247,1766,4.4293,26873,1.0001,10.001,51330000,0.1588,0.1649,0.1023,0.0726,0.027,0.4887
0,65,0.85,80,2.3729,236.01,2.0012,100.29,4.3908,24593,3.747,5584.9,1.5401,34.681,51213000,0.1595,0.1634,0.1021,0.073,0.0302,0.4887
0,65,0.85,80,2.8207,661.77,3.6573,4543,2.1014,126.31,3.0331,1079.1,1.3044,20.157,101920000,0.1592,0.1643,0.2037,0.0725,0.0257,0.4887
0,65,0.85,80,2.6162,413.28,3.1371,1371.1,4.9955,98971,4.1215,13229,1.0317,10.757,51214000,0.1595,0.1634,0.1021,0.073,0.0302,0.4887
0,65,0.85,80,4.3503,22402,2.0073,101.69,4.8867,77031,4.285,19276,2.3917,246.43,51219000,0.1594,0.1634,0.1021,0.0731,0.03,0.4887
0,65,0.85,80,2.0942,124.23,4.4446,27834,4.9566,90493,4.499,31547,1.7577,57.241,51211000,0.1594,0.1634,0.1021,0.073,0.03,0.4887
0,65,0.85,80,4.2799,19052,4.1246,13323,4.9975,99430,3.901,7961,4.2587,18144,96672000,0.1595,0.1632,0.1932,0.0767,0.0252,0.4887
0,65,0.85,80,3.0444,1107.7,4.1759,14993,3.38,2398.8,4.4168,26110,2.3287,213.16,82369000,0.1591,0.1645,0.1645,0.0726,0.0262,0.4887
0,65,0.85,80,2.3755,237.41,2.3474,222.55,2.4952,312.73,3.0813,1205.8,4.1411,13839,53890000,0.1601,0.1649,0.1074,0.0768,0.0143,0.4887
0,65,0.85,80,3.9514,8941.5,3.476,2992.1,1.0061,10.141,3.8067,6407.5,4.9954,98936,53172000,0.159,0.1647,0.106,0.0986,0.0099,0.4887
0,65,0.85,80,2.6808,479.48,4.4527,28362,1.0053,10.122,3.8898,7759.3,4.0338,10808,53940000,0.1601,0.1651,0.1075,0.0759,0.0143,0.4887
0,65,0.85,80,2.1695,147.74,4.0003,10008,4.5057,32041,3.8385,6894.3,1.0008,10.018,51213000,0.1595,0.1634,0.1021,0.0729,0.0302,0.4887
0,65,0.85,80,2.5532,357.47,2.3032,201,2.5767,377.33,3.2058,1606,4.9993,99849,53162000,0.159,0.1647,0.106,0.0987,0.0099,0.4887
0,65,0.85,80,3.5965,3949.4,2.9492,889.63,1.7707,58.973,4.0919,12358,3.6152,4123,53985000,0.1601,0.1653,0.1076,0.0738,0.015,0.4887
0,65,0.85,80,2.2999,199.5,2.2451,175.83,1.6337,43.022,3.9077,8085.3,4.9994,99855,53164000,0.159,0.1647,0.106,0.0988,0.0098,0.4887
0,65,0.85,80,4.0129,10302,4.045,11092,1.0026,10.06,3.287,1936.3,3.2541,1795.1,54017000,0.1602,0.1652,0.1077,0.0731,0.015,0.4887
0,65,0.85,80,2.1123,129.51,3.4094,2566.9,3.5356,3432.8,4.0661,11643,1.0008,10.02,51196000,0.1593,0.1637,0.1021,0.0728,0.0293,0.4887
0,65,0.85,80,3.4614,2893.2,2.9398,870.63,4.9902,97760,3.0151,1035.3,2.0681,116.98,51218000,0.1595,0.1634,0.1021,0.073,0.0303,0.4887
0,65,0.85,80,2.7949,623.57,2.3183,208.09,4.7204,52534,4.3952,24845,1.3408,21.919,51208000,0.1594,0.1634,0.1021,0.073,0.03,0.4887
